Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),SOUTH PERIMETER LIGHTS 1:Lights Electricity Rate [W](Hourly),EAST PERIMETER LIGHTS 1:Lights Electricity Rate [W](Hourly),NORTH PERIMETER LIGHTS 1:Lights Electricity Rate [W](Hourly),WEST PERIMETER LIGHTS 1:Lights Electricity Rate [W](Hourly),CORE LIGHTS 1:Lights Electricity Rate [W](Hourly),PLENUM:Zone Air System Sensible Heating Rate [W](Hourly),PLENUM:Zone Air System Sensible Cooling Rate [W](Hourly),PLENUM:Zone Air Temperature [C](Hourly),SOUTH PERIMETER:Zone Air System Sensible Heating Rate [W](Hourly),SOUTH PERIMETER:Zone Air System Sensible Cooling Rate [W](Hourly),SOUTH PERIMETER:Zone Air Temperature [C](Hourly),EAST PERIMETER:Zone Air System Sensible Heating Rate [W](Hourly),EAST PERIMETER:Zone Air System Sensible Cooling Rate [W](Hourly),EAST PERIMETER:Zone Air Temperature [C](Hourly),NORTH PERIMETER:Zone Air System Sensible Heating Rate [W](Hourly),NORTH PERIMETER:Zone Air System Sensible Cooling Rate [W](Hourly),NORTH PERIMETER:Zone Air Temperature [C](Hourly),WEST PERIMETER:Zone Air System Sensible Heating Rate [W](Hourly),WEST PERIMETER:Zone Air System Sensible Cooling Rate [W](Hourly),WEST PERIMETER:Zone Air Temperature [C](Hourly),CORE:Zone Air System Sensible Heating Rate [W](Hourly),CORE:Zone Air System Sensible Cooling Rate [W](Hourly),CORE:Zone Air Temperature [C](Hourly),Whole Building:Facility Total HVAC Electricity Demand Rate [W](Hourly),SOUTH ZONE UNITARY HEATING COIL:Heating Coil Electricity Rate [W](Hourly),EAST ZONE UNITARY HEATING COIL:Heating Coil Electricity Rate [W](Hourly),WEST ZONE UNITARY HEATING COIL:Heating Coil Electricity Rate [W](Hourly),CORE UNITARY HEATING COIL:Heating Coil Electricity Rate [W](Hourly),NORTH ZONE UNITARY HEATING COIL:Heating Coil Electricity Rate [W](Hourly),SOUTH ZONE UNITARY COOLING COIL:Cooling Coil Electricity Rate [W](Hourly),EAST ZONE UNITARY COOLING COIL:Cooling Coil Electricity Rate [W](Hourly),WEST ZONE UNITARY COOLING COIL:Cooling Coil Electricity Rate [W](Hourly),CORE UNITARY COOLING COIL:Cooling Coil Electricity Rate [W](Hourly),NORTH ZONE UNITARY COOLING COIL:Cooling Coil Electricity Rate [W](Hourly) 
 01/01  01:00:00,-12.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.392212073826569,0.0,0.0,18.244898585983227,0.0,0.0,18.587100757246735,0.0,0.0,18.47719681750088,0.0,0.0,19.11476084271435,0.0,0.0,19.59438163085797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  02:00:00,-11.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.170860186070588,0.0,0.0,18.047662354370737,0.0,0.0,18.398813067261295,0.0,0.0,18.295040314335816,0.0,0.0,18.9286323707116,0.0,0.0,19.517640934970467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  03:00:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.901795020494795,0.0,0.0,17.932423824581528,0.0,0.0,18.28003188945717,0.0,0.0,18.189437777544108,0.0,0.0,18.813146081868845,0.0,0.0,19.48251530853089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  04:00:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.636056026826595,0.0,0.0,17.80410167039725,0.0,0.0,18.148745978107195,0.0,0.0,18.067177529938986,0.0,0.0,18.68420351802674,0.0,0.0,19.40660515266189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  05:00:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.38590325964681,0.0,0.0,17.710636846375289,0.0,0.0,18.05185506096329,0.0,0.0,17.977828968861908,0.0,0.0,18.589854187202513,0.0,0.0,19.34187598706331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  06:00:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.158660160135364,0.0,0.0,17.635811707782659,0.0,0.0,17.97402866696965,0.0,0.0,17.90616593320352,0.0,0.0,18.51439800174462,0.0,0.0,19.286531813539097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  07:00:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.952767464441303,0.0,0.0,17.54900731223877,0.0,0.0,17.886324203515409,0.0,0.0,17.821178882919605,0.0,0.0,18.42834667412519,0.0,0.0,19.20907621865906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  08:00:00,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.771212752168323,3768.357992061565,0.0,20.339191840503078,1779.6858226213536,0.0,20.75307814804984,3700.6116243253188,0.0,20.563832441461498,1834.0879225480795,0.0,21.30917164370261,3787.4856438128247,0.0,20.985813618683545,20544.228711101852,3967.099604700191,2370.18102669849,3108.752286764323,5375.671916581384,4618.992902217196,0.0,0.0,0.0,0.0,0.0 
 01/01  09:00:00,-8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.850694606649985,2381.100293265741,0.0,21.920525032765704,898.7675392273586,0.0,21.911741145529626,3110.070277056789,0.0,21.894809310608,1118.7937447097814,0.0,21.940343472748059,3149.084051938666,0.0,21.920882170814214,16156.137216454787,2563.640711746107,1453.1850557572535,2296.8514177053787,4721.673030704764,4017.256026401014,0.0,0.0,0.0,0.0,0.0 
 01/01  10:00:00,-6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.082847059416992,396.20760659285409,0.0,21.99988098283877,360.9435983436606,0.0,21.99947735122295,2247.645359377467,0.0,21.999971157042304,868.5832169554915,0.0,21.999329626918386,2465.3915909304116,0.0,21.99999721739896,11146.054486379071,424.18012857973687,806.1326848850987,1912.1449649968022,3879.9615660092515,3020.1041677679129,0.0,0.0,0.0,0.0,0.0 
 01/01  11:00:00,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.413916288856479,0.0,739.967273104885,21.999904168744807,294.63770296303258,0.0,21.999890863776196,1912.3313432150863,0.0,21.99999707707391,682.8504029482697,0.0,21.99983526525741,2199.4939482410948,0.0,21.99999981563276,9606.205178784347,0.0,702.0224115366164,1651.2486397133044,3520.674209288794,2628.728944105364,0.0,0.0,0.0,0.0,0.0 
 01/01  12:00:00,-3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.845439291894536,0.0,1299.9004664572286,21.999932615881265,395.65248262053,0.0,21.99977318825519,1585.2867547260199,0.0,21.99972542434263,529.1513864884282,0.0,21.999523136568258,1956.7038007286197,0.0,21.999745072584675,8721.780449032325,0.0,765.3034934365412,1422.4971023095087,3184.67026500726,2245.778614138747,0.0,0.0,0.0,0.0,0.0 
 01/01  13:00:00,-2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.256831286685692,0.0,354.80093938241955,21.999987390843374,458.13015531716249,0.0,21.999767249715985,1423.0673362910343,0.0,21.999780549750633,425.9768694740187,0.0,21.999626334256278,1796.7205315611723,0.0,21.999775513112004,8188.499701874995,0.0,803.3406392780008,1270.5568460395785,2964.0143449489175,2047.0568974682292,0.0,0.0,0.0,0.0,0.0 
 01/01  14:00:00,-1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.61134228692692,348.9236118069384,0.0,21.999999263864067,469.42992941698597,0.0,21.999803299000467,1291.5974477278087,0.0,21.999877938565157,327.9170410281322,0.0,21.99976255404777,1635.8042102425994,0.0,21.99990313137492,7952.496866513466,314.58004416504277,790.1294611721086,1123.525518760553,2741.885229525546,1878.8456387499469,0.0,0.0,0.0,0.0,0.0 
 01/01  15:00:00,-1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.900942218651388,0.0,0.0,21.45340523307272,0.0,0.0,20.966899658234789,0.0,0.0,20.74830162422568,0.0,0.0,21.45771173253417,0.0,0.0,21.00764895648497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  16:00:00,-1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.029855664596999,0.0,0.0,20.833726607744035,0.0,0.0,20.387030864498067,0.0,0.0,20.129970317620413,0.0,0.0,21.07303890956657,0.0,0.0,20.586194435561845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  17:00:00,-1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.07592993527241,0.0,0.0,20.233396077005219,0.0,0.0,20.018005678528007,0.0,0.0,19.74382516924343,0.0,0.0,20.64014847885767,0.0,0.0,20.393652162195907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  18:00:00,-1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.05359110042406,0.0,0.0,19.778867688295234,0.0,0.0,19.74101019173284,0.0,0.0,19.5144933516669,0.0,0.0,20.289283861548396,0.0,0.0,20.280139612494357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  19:00:00,-2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.984142127447417,0.0,0.0,19.335742324347579,0.0,0.0,19.43489422598547,0.0,0.0,19.237681569597748,0.0,0.0,19.970161527947547,0.0,0.0,20.08292963703523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  20:00:00,-1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.884536799143929,0.0,0.0,19.042639086963839,0.0,0.0,19.228817673466254,0.0,0.0,19.05789575116122,0.0,0.0,19.76249312885816,0.0,0.0,19.94045293709665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  21:00:00,-1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.785579986195222,0.0,0.0,18.931763454771937,0.0,0.0,19.16588368277593,0.0,0.0,19.023326222731183,0.0,0.0,19.698547163428615,0.0,0.0,19.950269918916474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  22:00:00,-1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.694297738656477,0.0,0.0,18.755655189348589,0.0,0.0,19.02647689797081,0.0,0.0,18.898720765132656,0.0,0.0,19.555402314146883,0.0,0.0,19.836649208597934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  23:00:00,-1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.604368862205297,0.0,0.0,18.616452968114893,0.0,0.0,18.914684826493294,0.0,0.0,18.796972460362587,0.0,0.0,19.442327204486966,0.0,0.0,19.75153667276578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  24:00:00,-1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.513271228946007,0.0,0.0,18.518885224141337,0.0,0.0,18.834329377782429,0.0,0.0,18.725995455769639,0.0,0.0,19.362034560132999,0.0,0.0,19.69714828174033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  01:00:00,-3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.417846107953303,0.0,0.0,18.42259343323082,0.0,0.0,18.750899989382814,0.0,0.0,18.650090251606703,0.0,0.0,19.279403537711464,0.0,0.0,19.663720917481564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  02:00:00,-2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.309389788054365,0.0,0.0,18.329910909472525,0.0,0.0,18.665201074977064,0.0,0.0,18.56952665568929,0.0,0.0,19.19396423092737,0.0,0.0,19.595152896879875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  03:00:00,-3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2013123172947,0.0,0.0,18.27126731328689,0.0,0.0,18.610253611970628,0.0,0.0,18.520272685762828,0.0,0.0,19.1403071211431,0.0,0.0,19.562845997108896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  04:00:00,-2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.098833612947568,0.0,0.0,18.25146757112849,0.0,0.0,18.590178732781849,0.0,0.0,18.507115263132595,0.0,0.0,19.12185014892772,0.0,0.0,19.557872105016999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  05:00:00,-1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.013360042447264,0.0,0.0,18.213819540906305,0.0,0.0,18.552311031163968,0.0,0.0,18.47157674304154,0.0,0.0,19.083864577662135,0.0,0.0,19.495998916029465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  06:00:00,-1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.952770885291996,0.0,0.0,18.20734131196,0.0,0.0,18.546278039602947,0.0,0.0,18.467616361166678,0.0,0.0,19.078606174797657,0.0,0.0,19.474317066189309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  07:00:00,-0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.910517831898773,0.0,0.0,18.22956058124239,0.0,0.0,18.567362465885183,0.0,0.0,18.49191182037074,0.0,0.0,19.100662663207698,0.0,0.0,19.481165464188999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  08:00:00,-0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.88578758897708,3878.4182600096098,0.0,21.089821698015635,1957.2076827249305,0.0,21.683616724147066,3985.719705705315,0.0,21.48344104610291,1704.0512052861657,0.0,21.822187921725129,4279.327753083192,0.0,21.51413306792559,19980.54460564627,3967.099604700192,2354.782087619395,2560.4671203878408,5375.671916581384,4618.9929022171959,0.0,0.0,0.0,0.0,0.0 
 01/02  09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.068775129569869,2579.861614441229,0.0,21.913238902069574,982.5165028354152,0.0,21.956513756557866,2272.5145870818084,0.0,21.967622310154654,824.4470258517843,0.0,21.970559983476645,2552.152200805016,0.0,21.98076703769894,13130.424411164273,2650.9665608439897,1303.2861710448404,1585.4865315120688,3626.960146869846,2860.1940267532597,0.0,0.0,0.0,0.0,0.0 
 01/02  10:00:00,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.287709218220594,1698.3029841780427,0.0,21.99725734217897,709.8454265404062,0.0,21.997141588769943,1662.7629124954174,0.0,21.9996025920124,604.4506271281816,0.0,21.997262560351186,1990.727035443143,0.0,21.999920670099987,10265.15557050176,1648.0384263719398,993.8514531280764,1325.1862535050673,3001.371628954477,2193.176834401932,0.0,0.0,0.0,0.0,0.0 
 01/02  11:00:00,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.53210949349445,1424.0050002705903,0.0,21.999268649878024,573.4558276592688,0.0,21.99901902800821,1376.1886244317585,0.0,21.999923685805017,460.96834490051517,0.0,21.998935214239287,1777.684887820552,0.0,21.99998920885392,9023.418489041713,1359.2627580598699,832.0656125179668,1131.9924641732196,2726.9885241033045,1869.5781560470853,0.0,0.0,0.0,0.0,0.0 
 01/02  12:00:00,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.80962247054144,1053.1965319305819,0.0,21.999804540777025,456.2850010025704,0.0,21.999662844075205,1103.573278419498,0.0,21.99998531341333,339.0432857191845,0.0,21.99958540512359,1522.906079673694,0.0,21.99999852811136,7886.653577032587,987.9397353901123,714.7838894431748,1010.1865469319517,2472.9221990462417,1597.2902320808392,0.0,0.0,0.0,0.0,0.0 
 01/02  13:00:00,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.111906890205128,782.6444325875336,0.0,21.999970178686927,368.55465734256497,0.0,21.999928861325765,894.3688499741638,0.0,21.999998492611135,230.26577097938344,0.0,21.999897115434807,1270.3462079940278,0.0,21.999999901033357,6959.149665848652,717.2897875323254,627.1310331231255,901.6954666574329,2221.064418092107,1388.4379863033938,0.0,0.0,0.0,0.0,0.0 
 01/02  14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.423394792660007,914.7423898308643,0.0,22.000013801272837,425.7236537687045,0.0,21.999856667862824,1026.7934454347993,0.0,21.999953124376398,261.02354392760119,0.0,21.99983176649253,1430.4542546498706,0.0,21.99997678980291,7762.611140219943,868.7114950178882,723.0747254367332,1009.950334997686,2478.258701931797,1579.08490869557,0.0,0.0,0.0,0.0,0.0 
 01/02  15:00:00,-0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.667922307559779,0.0,0.0,21.04754414970187,0.0,0.0,21.089330043317227,0.0,0.0,20.96044402115926,0.0,0.0,21.464745095051396,0.0,0.0,21.114704659996876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  16:00:00,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.73987773843796,0.0,0.0,20.235040229932765,0.0,0.0,20.465434725410416,0.0,0.0,20.247777958972877,0.0,0.0,20.99956919229696,0.0,0.0,20.590592534826607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  17:00:00,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.730552743700384,0.0,0.0,19.580387399927099,0.0,0.0,19.89794620033136,0.0,0.0,19.654864344365686,0.0,0.0,20.350162323037407,0.0,0.0,20.152032544784065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  18:00:00,-0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.64415501900265,0.0,0.0,19.300095057743247,0.0,0.0,19.633777362004069,0.0,0.0,19.429639028576184,0.0,0.0,20.093386794605423,0.0,0.0,20.062896202956943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  19:00:00,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.52889283107287,0.0,0.0,19.10090852851637,0.0,0.0,19.441421690139959,0.0,0.0,19.26940403916548,0.0,0.0,19.920961372429539,0.0,0.0,19.9869454961377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  20:00:00,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.414422011065949,0.0,0.0,18.949396939827357,0.0,0.0,19.295656225380424,0.0,0.0,19.14511315800613,0.0,0.0,19.78675784370454,0.0,0.0,19.909449170229146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  21:00:00,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.313144057989726,0.0,0.0,18.833994125664935,0.0,0.0,19.18371827260569,0.0,0.0,19.048527385139115,0.0,0.0,19.682535232963298,0.0,0.0,19.833746814990286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  22:00:00,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.22756652505631,0.0,0.0,18.786657223079506,0.0,0.0,19.136186759584765,0.0,0.0,19.015209935728849,0.0,0.0,19.641980879570008,0.0,0.0,19.811648952486747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.153198590389537,0.0,0.0,18.796307329303283,0.0,0.0,19.144083562364178,0.0,0.0,19.03862538776283,0.0,0.0,19.657088542316197,0.0,0.0,19.881561891047885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.07484544596024,0.0,0.0,18.70104534838948,0.0,0.0,19.051038040924138,0.0,0.0,18.94994277257413,0.0,0.0,19.566233788798955,0.0,0.0,19.812886008790455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.986686742024375,0.0,0.0,18.635638508175139,0.0,0.0,18.98669810162324,0.0,0.0,18.889039785816875,0.0,0.0,19.504460778606899,0.0,0.0,19.763213522966479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.897634690230904,0.0,0.0,18.532292811844223,0.0,0.0,18.885808240059978,0.0,0.0,18.787476239544536,0.0,0.0,19.404467607143617,0.0,0.0,19.66418518338004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  03:00:00,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.810228433747057,0.0,0.0,18.40523976467538,0.0,0.0,18.762398196793169,0.0,0.0,18.65962303349928,0.0,0.0,19.28080188910625,0.0,0.0,19.52223725062035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.7262002070676,0.0,0.0,18.342721338086404,0.0,0.0,18.701032089588197,0.0,0.0,18.598522346114956,0.0,0.0,19.221477451002128,0.0,0.0,19.467309632291334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  05:00:00,-1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.640806692161228,0.0,0.0,18.283286916241229,0.0,0.0,18.642062224300994,0.0,0.0,18.541191237477805,0.0,0.0,19.164570549883494,0.0,0.0,19.434628694408646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  06:00:00,-2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.543993159810413,0.0,0.0,18.188687996013038,0.0,0.0,18.549391388487366,0.0,0.0,18.44778560904579,0.0,0.0,19.07307534002875,0.0,0.0,19.370412150864668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  07:00:00,-3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.429199066406312,0.0,0.0,18.12537320430333,0.0,0.0,18.485765377057107,0.0,0.0,18.386559205808636,0.0,0.0,19.011758239439787,0.0,0.0,19.34944598586706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  08:00:00,-3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.310611312559006,3849.2253178787607,0.0,20.98790101275742,1914.4748258225853,0.0,21.57494264914127,3904.073131812861,0.0,21.28179943824847,1767.9451387863999,0.0,21.796600407091146,4140.195154626835,0.0,21.314266422098954,20182.644419273653,3967.099604700192,2370.1810266984896,2747.1679949361284,5375.671916581384,4618.9929022171959,0.0,0.0,0.0,0.0,0.0 
 01/03  09:00:00,-4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.396080830544812,2635.2319212941117,0.0,21.90377373927056,995.5187027104502,0.0,21.941871209908699,2514.2902343894559,0.0,21.955178573538516,892.4994552756418,0.0,21.966488065158449,2879.055509601777,0.0,21.97298572343842,14624.358988909387,2768.6719488143346,1423.214021414116,1852.3549240084195,4212.407218457973,3264.179902074276,0.0,0.0,0.0,0.0,0.0 
 01/03  10:00:00,-4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.523533217075818,1672.2280612802989,0.0,21.99697642164314,718.1549567936536,0.0,21.996216323675737,1832.0737040263749,0.0,21.99945559103812,680.0791664269518,0.0,21.996911433228797,2174.1530460146325,0.0,21.999889982555194,11514.491706619334,1678.0744270971307,1114.3752830208183,1624.3736200796125,3464.006254442026,2530.1311478394775,0.0,0.0,0.0,0.0,0.0 
 01/03  11:00:00,-3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.682049831553826,1225.6397037026946,0.0,21.99919511369771,555.2768855422246,0.0,21.99870541788191,1481.1152873241027,0.0,21.99989578212899,501.92013695151129,0.0,21.998801903488255,1934.308576456744,0.0,21.99998509134384,10048.541573064022,1223.538333400381,939.285299355921,1423.3783035998575,3196.5192405325599,2162.289422035034,0.0,0.0,0.0,0.0,0.0 
 01/03  12:00:00,-3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.871950839721757,1040.1332646288648,0.0,21.999785588916866,509.41279466234757,0.0,21.999556923135875,1287.5883069143757,0.0,21.999980039381485,417.5038045756519,0.0,21.999535260366036,1736.9676007053268,0.0,21.999997978574659,9241.604924037516,1030.7616722753729,879.7697654230246,1312.2071292110819,2966.391145756036,1948.944237231731,0.0,0.0,0.0,0.0,0.0 
 01/03  13:00:00,-2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.078375165270886,922.3073794754291,0.0,21.99994284341456,480.1067111530747,0.0,21.999848297643628,1174.2734178312986,0.0,21.999996174679969,347.6361482102602,0.0,21.999819707336898,1610.565904506724,0.0,21.999999725719936,8700.780895374186,907.165592567658,839.1373389039359,1219.8915649295055,2812.169935239854,1818.8854895929638,0.0,0.0,0.0,0.0,0.0 
 01/03  14:00:00,-2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.284879426961376,909.04064584771,0.0,21.99998478796995,499.9913194438295,0.0,21.999948137319046,1205.6855712376965,0.0,21.999999268326108,314.9689373703495,0.0,21.99993016801278,1660.9245071306478,0.0,21.999999962875639,8756.48757615653,893.8545585883662,858.9766611438236,1187.2342490838803,2862.580558234942,1850.3105749652505,0.0,0.0,0.0,0.0,0.0 
 01/03  15:00:00,-2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.459486171367403,0.0,0.0,21.137682208873814,0.0,0.0,21.038995292482136,0.0,0.0,20.90374340781523,0.0,0.0,21.48486379825807,0.0,0.0,21.09425729145269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  16:00:00,-2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.508649449543915,0.0,0.0,20.47844746312141,0.0,0.0,20.458321641563,0.0,0.0,20.260206225490415,0.0,0.0,21.159374437525995,0.0,0.0,20.661968088665505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  17:00:00,-2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.483858474686529,0.0,0.0,19.811005451092535,0.0,0.0,19.95456372849374,0.0,0.0,19.72802141014738,0.0,0.0,20.5543512011776,0.0,0.0,20.290063090529647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  18:00:00,-2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.37669383112661,0.0,0.0,19.420412762768288,0.0,0.0,19.632424407169979,0.0,0.0,19.442032690857105,0.0,0.0,20.189915038847368,0.0,0.0,20.15737157674097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
